Mail Text,Label
Subject: Urgent Transport Offer!\nBody: Move your cargo for $400 only! Payment due immediately. Don’t let this slip away!,spam
"Subject: Act Fast: Shipping Discount!\nBody: Move goods for $500! Limited time offer, must pay right away! Contact us!",spam
"Subject: Shipping Rates You Can’t Refuse!\nBody: We can ship 800 kg for just $300! Hurry, pay today to secure your spot!",spam
Subject: Quick Shipping Request!\nBody: Just $250 to transport your cargo today! Immediate payment required. Don’t delay!,spam
Subject: Special Shipping Rates Ending Soon!\nBody: Transport 1000 kg for a mere $400! Must pay upfront. Act fast!,spam
Subject: Urgent: Cargo Transport Request!\nBody: Need to move 200 kg from NY to Seattle for $150! Payment required now!,spam
Subject: Shipping Request: Limited Time Only!\nBody: Move 150 kg for only $200! Payment due immediately. Contact us to book!,spam
"Subject: Exclusive Transport Offer Just for You!\nBody: Your cargo can be moved for $100! Limited time, pay upfront!",spam
Subject: Incredible Shipping Deal for You!\nBody: Move goods across states for $300! Must pay instantly to confirm!,spam
"Subject: Rare Shipping Opportunity!\nBody: Transport 500 kg for just $250! Hurry, must confirm today! Payment will be detailed later!",spam
Subject: Last Chance Shipping Discount!\nBody: Move 300 kg for only $150! Pay now to secure your offer!,spam
Subject: Quick Transport Request Needed!\nBody: We can ship 700 kg for $350! Immediate payment is a must! Don’t delay!,spam
Subject: Urgent Shipping Rate Alert!\nBody: Only $200 to transport your goods! Payment required upfront! Respond quickly!,spam
Subject: Special Shipping Rates Just for You!\nBody: Move your items for a surprising $400! Pay immediately to confirm!,spam
"Subject: Your Shipping Solution Awaits!\nBody: Transport for just $500! Hurry, payment is due now! Limited slots available!",spam
"Subject: Exclusive Freight Offer - Act Fast!\nBody: Move 600 kg for $300! Must pay today, slots are filling!",spam
Subject: Shipping Request: Incredible Deal!\nBody: Transport goods for a mere $350! Contact us immediately to book!,spam
Subject: Shipping Urgency: Final Offer!\nBody: Move your cargo for only $250! Payment due now! Don't miss this!,spam
Subject: Last Minute Shipping Deal!\nBody: We can ship your 400 kg for $200! Must confirm payment at pickup!,spam
Subject: Time-Sensitive: Transport Needed!\nBody: Only $300 for your shipment! Pay now to secure! Act quickly!,spam
"Transport Request: Urgent Shipping from NY to LA for Electronics, 200kg, $500. Payment via bank transfer due upon pickup. Contact us for details.",not spam
Cargo Transport Needed: Moving 150kg of Fragile Glassware from Chicago to Miami. Pricing $350. Standard payment terms apply.,not spam
"Request for Transport: 500kg of Furniture from Seattle to Denver. Total cost $750, payable on delivery. Please confirm soon.",not spam
"Transport Query: 300kg of Books from Boston to Philadelphia. Price: $400, payment due at pickup. Let me know availability.",not spam
Need Transport: 400kg of Auto Parts from San Francisco to Houston. Cost $600. Payment via invoice upon delivery.,not spam
"Shipping Inquiry: Transporting 250kg of Machinery from Orlando to Atlanta. Price is $450, standard payment terms.",not spam
"Transport Request: Shipping 350kg of Fashion Goods from New York to Dallas, $525. Payment upon delivery, please confirm.",not spam
"Urgent Transport Needed: 100kg of Office Supplies from Detroit to New Orleans. Price $300, payment to be made before dispatch.",not spam
"Request for Cargo Transport: 600kg of Electronics from Philadelphia to San Diego at $800. Pay upon delivery, please confirm capacity.",not spam
Transport Inquiry: 220kg of Kitchen Equipment from Los Angeles to Seattle. Cost $420. Standard payment terms apply.,not spam
**Urgent**: Unbelievable offer! Ship any size cargo from NY to CA for only $99! Contact ASAP before this ends!,spam
**Immediate Action Required**: Get your cargo shipped from Chicago to Miami for just $199! Limited time offer! Pay via Western Union!,spam
"Unreal Deal Alert: Send 1 ton of goods from SF to NY for only $150! Act fast!",spam
Shipping Opportunity: Get your freight from Dallas to Boston for $49! Quick response needed! Pay whatever you want!,spam
Exclusive Offer: Ship 500kg of anything you like from Miami to LA for just $299! Respond now for an extra discount!,spam
"Last Chance! Move your cargo from Seattle to Atlanta for only $199! Pay via PayPal, but hurry, this offer ends soon!",spam
**Act Fast**: Transport 300kg of goods from Orlando to Denver for just $159! Payment terms unclear; act now!,spam
Limited Time! Ship 2 tons from New York to Texas for $299. Payment via wire transfer! Don't miss this chance!,spam
**Final Offer**: Moving from Chicago to San Francisco? Only $100 for any weight! Send payment details immediately!,spam
Price Slash: Transport your goods from Boston to LA for $199! Payment not specified; reply quickly if interested!,spam
Don't miss this: Exclusive transport deal! Only $275 for shipping from Houston to San Diego! Pay whatever you can!,spam
"Transport Needed: 150kg of Clothing from Boston to New York. Total cost: $250, payment terms standard, confirm availability.",not spam
"Request for Transport Service: 500kg of Equipment from Seattle to Miami. Pricing is $700, payment due at delivery.",not spam
"Transport Inquiry: Moving 180kg of Artwork from San Francisco to New York. Cost: $350, payable upon delivery.",not spam
"Cargo Transport Required: 250kg of Appliances from Chicago to Dallas. Estimated price: $400, payment upon arrival.",not spam
"Shipping Request: 200kg of Books from Philadelphia to San Jose. Cost is $300. Standard payment terms apply, please confirm.",not spam
"Transport Needed: 450kg of Machinery from Orlando to Denver. Pricing is $650, payment due on delivery. Please respond.",not spam
"Request for Shipping: 300kg of Snacks from New York to Miami. Total cost: $500, payable before loading. Contact for details.",not spam
"Cargo Request: 350kg of Furniture from Los Angeles to Seattle. Estimated cost $750, standard payment terms. Confirm soon.",not spam
"Urgent Transport Needed: 400kg of Goods from Boston to Atlanta. Price is $600, payment due before dispatch.",not spam
"Transport Inquiry: 250kg of Tools from Chicago to San Diego. Pricing: $450, payment upon delivery. Please confirm.",not spam
"Price Alert: Ship 1 ton of goods for $299 from NY to LA! Act now, before it’s too late!",spam
**Final Chance**: Send anything from SF to Chicago for $199! Payment details must be sent immediately! Don't wait!,spam
**Limited Offer**: Ship from Miami to NYC for just $99! Quick payment via Western Union only! Must respond today!,spam
Special Alert: Unbelievable rates to ship your cargo from Houston to LA for only $150! Pay now!,spam
Urgent Deal: Move your 500kg cargo from Seattle to Dallas for just $199! Pay via PayPal! Offer expires soon!,spam
"**Act Now**: Get your packages shipped from LA to SF for $99! Pay in cash on delivery, limited slots available!",spam
Last Chance Shipping from Boston to Miami for just $279! Confirm payment via bank transfer; details inside!,spam
Unreal Offer! Ship 1 ton of cargo from Chicago to LA for only $100! Must respond quickly! Payment details vague!,spam
Don't Miss Out! Transport your freight from NY to TX for an unbelievable price of $250! Pay whatever you can!,spam
Moving Cargo? Get your goods shipped from SF to Chicago for just $150! Respond ASAP! Payment terms unclear!,spam
Ready to Ship? 400kg of Goods from Dallas to Miami for just $200! Quick payment required; reply instantly!,spam
Transport Request: 100kg of Medical Supplies from NY to LA. Cost $450. Payment due upon arrival. Please confirm promptly.,not spam
Cargo Transport Needed: 300kg of Industrial Parts from Chicago to Seattle. Total cost: $600. Standard payment terms apply.,not spam
"Shipping Inquiry: Move 200kg of Fragile Items from Miami to New York for $350. Payment due on delivery, please confirm.",not spam
"Transport Request: 150kg of Electronics from San Francisco to Denver. Pricing is $400, payment at pickup.",not spam
"Request for Cargo Transport: 250kg of Furniture from Boston to Orlando at $450. Pay upon delivery, please confirm.",not spam
"Need Transport: 600kg of Tools from Chicago to Dallas. Pricing $700, standard payment terms apply.",not spam
"Urgent Transport Needed: 400kg of Textiles from Seattle to New York. Cost $650, payment due before shipping.",not spam
"Shipping Request: 350kg of Books from Miami to LA. Total cost $400, payable at the time of delivery.",not spam
"Transport Needed: 300kg of Equipment from Chicago to Phoenix. Price $500, payment due upon delivery, please confirm.",not spam
Request for Shipping: 150kg of Goods from Orlando to San Antonio. Total cost: $250. Payment terms are standard.,not spam
Exclusive Offer: Ship your cargo from SF to NY for just $199! Limited time only! Vague payment terms apply!,spam
Last Call! Move your 500kg goods from Boston to LA for only $100! Payment via Western Union only! Respond quickly!,spam
Don’t Miss This! Ship any cargo from Miami to NYC for just $299! Pay whatever you want! Act fast!,spam
**Hurry!** Unbelievable prices for moving goods from LA to SF for just $150! Payment details unclear!,spam
Urgent Shipping Offer! Just $250 for any 1 ton shipped from Houston to Atlanta! Quick payment required!,spam
**Flash Sale!** Transport your cargo for $199 from Chicago to Miami! Pay via PayPal only! Act now!,spam
Shipping Opportunity: 300kg from NY to CA for just $175! Payment details vague; must reply immediately!,spam
Price Alert: Move your cargo from Seattle to Boston for only $100! Limited time offer! Respond quick!,spam
Unbelievable! Get your freight shipped from Miami to Dallas for just $150! Payment in cash only! Respond soon!,spam
**Act Now!** Move your goods from Chicago to LA for $199! Payment terms unclear; respond immediately!,spam
"Subject: Urgent Transport Request for Electronics Shipment\nBody: We need to transport 500kg of laptops from San Francisco to New York. Expected cost is $1,200, to be paid through bank transfer. Please confirm by end of the day.",not spam
Subject: Transport inquiry for furniture delivery\nBody: Requesting transport for 300kg of furniture from Chicago to Miami. Price estimate is $800 with usual payment terms upon delivery. Please respond ASAP.,not spam
